id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
69310,F,1.5125,1.275,0.4375,31.90736225,16.726205,7.0023265,8.9300925,10
55463,M,1.6125,1.2,0.3875,31.5529935,14.13222575,6.917278,9.07184,8
70905,I,0.5,0.3625,0.1,0.907184,0.283495,0.226796,0.340194,3
42888,M,1.525,1.225,0.3625,32.6869735,15.2803805,7.10154975,8.221355,11
67894,M,1.4375,1.125,0.4,27.1304715,12.757275,6.36446275,7.2291225,9
16305,M,1.5625,1.2375,0.5125,36.32988425,12.40290625,7.200773,11.056305,22
45750,M,1.2625,1.0,0.3375,18.4555245,8.391452,3.6570855,5.5281525,10
9961,M,1.625,1.275,0.425,39.02308675,17.5483405,9.015141,9.355335,10
33767,I,0.8375,0.65,0.225,7.98038425,3.55786225,1.70097,1.71514475,6
28608,I,1.35,1.0625,0.375,27.328918,13.42348825,5.5281525,7.767763,11
32638,M,1.45,1.15,0.3375,21.885814,9.48290775,5.14543425,6.80388,8
60047,F,1.2125,0.9875,0.35,16.9246515,6.7188315,3.41611475,6.3786375,13
29496,M,1.3625,1.0625,0.375,27.499015,13.380964,5.54232725,7.7961125,9
19764,M,1.3625,1.0875,0.375,19.43358225,8.23552975,4.1106775,6.3786375,10
73960,M,1.5125,1.225,0.35,31.68056625,15.7339725,7.2858215,8.6465975,9
72553,M,1.5,1.15,0.425,30.8726055,12.82814875,7.29999625,10.95708175,13
38667,I,1.5125,1.1,0.3625,25.0326085,11.4248485,6.690482,6.9456275,10
11245,F,1.6375,1.3125,0.4625,45.1607535,17.8885345,9.525432,13.60776,12
23869,I,0.725,0.5625,0.2,3.742134,1.6159215,0.737087,1.2757275,6
18380,M,1.7,1.3625,0.4625,47.400364,20.05727125,10.319218,12.3320325,12
16530,F,1.6625,1.3625,0.45,49.45570275,16.5277585,9.25611175,19.23513575,14
8929,I,1.025,0.8125,0.25,10.6877615,4.60679375,1.80019325,2.9766975,7
18237,M,1.45,1.1375,0.4125,30.71668325,13.48018725,4.72019175,8.77417025,17
51587,M,1.8,1.4125,0.5125,53.4388075,25.61377325,11.55242125,14.8834875,10
15878,I,0.9,0.675,0.2125,5.5848515,2.721552,1.31825175,1.70097,7
33322,I,1.5875,1.2375,0.4375,35.096681,15.80484625,7.27164675,10.0640725,13
9296,F,1.5875,1.3125,0.475,38.71124225,15.989118,7.47009325,12.0485375,18
2101,I,1.5875,1.2375,0.425,34.62891425,18.75319425,8.2497045,10.77281,10
182,I,0.925,0.6875,0.2375,6.76135575,2.83495,1.63009625,1.984465,6
37793,F,1.5,1.15,0.4375,31.28367325,13.210867,7.540967,8.0796075,9
512,F,1.2625,0.975,0.3375,17.179797,6.84640425,4.66349275,5.6699,12
2615,F,1.475,1.225,0.4125,32.13415825,11.15552825,6.633783,10.3475675,14
1048,M,1.1875,0.9375,0.3625,14.67086625,5.386405,3.30271675,4.819415,9
10308,F,1.3125,0.975,0.3,18.92329125,6.98815175,3.86970675,5.2446575,12
24494,M,1.45,1.15,0.35,26.54930675,13.777857,5.8683465,6.3786375,11
28532,M,1.2875,0.9125,0.3,13.45183775,6.0384435,3.4869885,3.61456125,7
6006,F,1.45,1.15,0.3625,28.81726675,12.85649825,6.2652395,7.5126175,15
16936,F,1.8,1.4125,0.5125,50.95822625,15.97494325,12.06271225,16.5844575,15
37059,M,0.7875,0.625,0.225,5.7549485,1.74349425,1.0489315,2.25378525,7
10674,M,1.5,1.175,0.4375,33.849303,14.13222575,8.66077225,8.9300925,13
37027,F,1.0375,0.8375,0.25,9.808927,3.61456125,2.22543575,2.9766975,12
50742,F,1.6375,1.3125,0.4,38.03085425,16.96717575,8.391452,10.3475675,11
13505,I,1.2625,1.0,0.3125,20.184844,9.2702865,4.4508715,4.46504625,8
19242,F,1.625,1.3,0.475,35.13920525,13.2959155,9.1001895,10.3475675,11
58517,F,1.45,1.15,0.4,29.5685285,11.4815475,7.35669525,7.5126175,11
22176,I,1.25,0.95,0.325,15.94659375,6.73300625,4.40834725,4.35164825,8
851,M,1.4625,1.1625,0.4375,31.14192575,11.97766375,6.90310325,10.0640725,15
21647,F,1.5625,1.225,0.4375,31.2694985,13.13999325,5.443104,11.056305,10
18478,I,1.2875,0.9875,0.3,14.81261375,5.71242425,3.628736,4.6776675,9
45269,M,1.4375,1.0375,0.3625,22.89222125,8.12213175,5.386405,6.50621025,15
19090,F,1.5625,1.2,0.45,32.41765325,13.73533275,6.64795775,10.6310625,11
73407,F,1.55,1.2125,0.4375,36.230661,14.81261375,8.391452,9.07184,14
53201,M,1.5125,1.1875,0.35,28.576296,11.623295,5.0178615,8.788345,10
42917,I,1.1375,0.9375,0.3125,14.571643,5.953395,2.5231055,4.252425,9
55423,M,1.5125,1.1375,0.375,31.581343,14.04717725,7.15824875,7.5126175,10
34115,F,1.225,0.975,0.325,14.5999925,5.6699,2.56562975,4.9611625,9
1923,I,1.475,1.1375,0.375,23.09066775,10.262519,5.8683465,5.6699,9
61719,M,1.6125,1.275,0.4875,37.42134,18.07280625,8.7599955,9.355335,9
41055,I,1.3125,1.0,0.3375,16.896302,6.8889285,3.5436875,5.953395,11
65857,M,1.6,1.25,0.475,45.91201525,18.52639825,11.12717875,12.757275,12
47986,F,1.8625,1.4625,0.475,55.735117,23.91280325,11.169703,16.59863225,21
72953,F,1.125,0.8375,0.2625,12.51630425,5.28718175,2.5798045,3.96893,8
70990,M,1.5625,1.2,0.4875,32.375129,14.04717725,7.314171,8.6465975,9
51045,M,1.4375,1.125,0.425,25.060958,8.15048125,4.66349275,7.93786,14
39801,I,1.0125,0.7625,0.2125,7.49844275,4.252425,1.43164975,2.4097075,8
3861,F,0.925,0.6875,0.2375,7.9095105,3.118445,1.97029025,2.1262125,10
42866,I,0.6125,0.4875,0.15,2.8066005,1.247378,0.18427175,0.60951425,4
35370,I,1.275,1.0,0.3625,23.3883375,6.95980225,5.8116475,7.2291225,15
20304,I,1.3,1.0,0.3625,18.030282,7.37087,4.082328,5.386405,9
31470,I,1.3125,1.0,0.3375,21.87163925,9.07184,5.37223025,4.49339575,9
50746,M,1.575,1.2,0.4125,32.5168765,15.025235,6.08096775,8.788345,12
68274,M,1.65,1.2875,0.4625,47.513762,16.42853525,9.468733,13.7495075,15
5265,M,1.55,1.175,0.3875,30.40483875,13.87708025,6.690482,7.7961125,10
50301,M,1.725,1.3125,0.5,49.384829,20.68096025,13.551061,15.30873,11
28361,M,1.25,0.9875,0.3125,17.08057375,8.051258,3.855532,4.592619,8
53300,I,1.35,1.05,0.3875,22.97726975,9.82310175,5.25883225,6.80388,8
60704,F,1.4,1.0625,0.3875,22.41027975,8.7032965,4.8477645,7.35669525,12
56343,M,1.625,1.2625,0.4375,38.55532,14.92601175,7.98038425,13.3526145,12
24145,I,1.1125,0.825,0.325,13.664459,6.917278,3.345241,4.53592,7
45223,I,0.475,0.325,0.1,0.75126175,0.41106775,0.226796,0.26932025,5
32096,F,1.2125,0.8875,0.325,16.4710595,6.973977,3.742134,6.9456275,12
66840,M,1.3875,1.1625,0.425,27.499015,12.1619355,5.91087075,7.3425205,9
28679,I,1.425,1.1,0.375,24.777463,10.61688775,5.82582225,7.087375,12
39183,M,1.4875,1.15,0.4125,31.00017825,15.5071765,6.93145275,7.93786,9
72212,I,0.975,0.8,0.25,8.7599955,3.44446425,1.82854275,2.551455,7
54375,I,1.1,0.825,0.275,10.9145575,4.74854125,2.3530085,3.40194,8
70709,I,1.4125,1.1,0.3875,20.638436,8.51902475,4.37999775,7.7961125,12
37715,I,0.6375,0.4625,0.1625,1.88524175,0.97805775,0.510291,0.7087375,5
49535,M,1.5875,1.25,0.4125,33.6508565,13.87708025,8.88756825,9.34116025,10
1815,F,1.5125,1.175,0.3625,29.5685285,13.31009025,7.24329725,8.788345,12
26317,I,1.3,1.0125,0.3625,23.17571625,8.9300925,5.0745605,7.37087,11
31243,M,1.5625,1.175,0.35,30.1922175,14.5432935,6.5487345,8.6465975,10
48252,M,1.375,1.0875,0.4,25.51455,11.8784405,5.1312595,6.6621325,9
49839,I,1.4,1.0625,0.4,23.71435675,11.3114505,5.68407475,6.0951425,10
51267,M,1.375,1.0625,0.375,21.72989175,8.91591775,4.139027,6.3786375,10
61439,I,1.0875,0.8625,0.275,10.77281,4.29494925,2.50893075,3.2601925,9
53136,F,1.3,0.95,0.2875,13.36678925,6.7755305,3.18931875,4.252425,9
16125,F,1.4125,1.125,0.35,28.50542225,10.73028575,6.917278,8.6465975,12
672,F,1.6125,1.25,0.4375,40.49726075,18.0586315,7.1157245,12.6155275,8
16034,M,1.6375,1.275,0.45,41.23434775,17.90270925,8.80251975,10.56018875,10
38719,F,1.375,1.0375,0.3625,21.9708625,8.731646,4.7910655,7.2291225,9
67674,F,1.15,0.9,0.275,12.99824575,5.2446575,2.14038725,3.40194,10
1557,M,1.6,1.25,0.45,37.194544,16.48523425,8.03708325,9.922325,14
61941,M,1.3125,1.0375,0.4,29.937072,14.21727425,7.087375,8.0796075,9
35404,F,1.5625,1.2125,0.375,31.22697425,13.99047825,7.0023265,7.5126175,13
52801,F,1.6125,1.3,0.45,43.95589975,17.6050395,8.901743,13.4660125,10
429,I,1.0,0.75,0.25,9.6104805,4.32329875,2.14038725,2.551455,7
70237,I,1.25,0.975,0.3,15.43630275,7.0590255,3.01922175,4.309124,8
66330,F,1.5,1.175,0.4125,29.21415975,13.25339125,6.1518415,9.07184,10
47203,I,1.15,0.8625,0.275,13.02659525,6.6621325,2.50893075,3.288542,8
51495,M,1.575,1.2375,0.4125,37.9032815,16.99552525,7.98038425,10.489315,11
35034,M,1.6,1.2125,0.475,35.67784575,13.60776,7.66853975,11.1980525,10
21184,I,1.3875,1.0625,0.375,20.184844,8.7032965,4.3374735,6.3786375,9
20525,M,1.4125,1.1,0.3625,26.69105425,12.3320325,5.59902625,6.520385,9
8500,F,1.0125,0.7625,0.275,9.87980075,3.685435,1.7860185,3.3168915,6
469,M,1.4375,1.125,0.3625,26.2232875,12.417081,6.23689,6.23689,8
28238,F,1.6,1.225,0.4,27.669112,13.1825175,5.82582225,7.83863675,7
49286,I,1.25,0.9625,0.3375,17.95940825,8.23552975,3.67126025,4.9611625,10
8227,M,1.5,1.175,0.4125,29.21415975,13.53688625,5.8683465,8.6465975,8
40094,I,0.425,0.2625,0.0875,0.226796,0.07087375,0.0850485,0.1417475,4
2761,I,1.25,0.95,0.3,14.628342,6.10931725,3.69960975,4.6776675,10
70876,I,1.25,1.0,0.3125,18.597272,8.40562675,3.9405805,4.819415,9
42315,M,0.9,0.6625,0.225,6.1518415,2.9199985,1.28990225,1.70097,6
62633,F,1.525,1.2,0.425,31.25532375,12.62970225,6.4353365,9.63883,14
15465,F,1.5375,1.175,0.4125,34.699788,14.38737125,7.75358825,10.0640725,13
19349,F,1.4125,1.125,0.3375,24.93338525,10.9712565,4.23825025,6.9456275,10
7363,M,1.225,0.95,0.325,19.85882475,6.81805475,3.175144,6.0951425,18
63678,M,1.7,1.2875,0.475,40.9083285,17.7184375,8.6465975,11.1980525,11
55295,F,1.3125,1.05,0.3625,22.8780465,9.7238785,5.1312595,7.087375,14
62458,F,1.6,1.2875,0.4625,36.457457,12.0485375,8.37727725,11.4815475,15
47320,I,1.0375,0.775,0.2625,8.731646,3.912231,2.4097075,2.6932025,7
38321,M,1.25,0.9375,0.3125,18.75319425,6.02426875,4.819415,5.2446575,9
12701,M,1.2125,0.9375,0.35,17.5483405,6.5487345,3.75630875,5.2446575,10
10521,M,1.5625,1.225,0.425,33.55163325,16.96717575,6.64795775,9.36950975,9
644,I,1.525,1.2125,0.4125,34.699788,16.1308655,7.4559185,9.4970825,10
45725,I,1.125,0.875,0.25,11.1413535,5.37223025,2.2963095,3.18931875,7
63395,M,1.4625,1.125,0.4,24.59319125,11.15552825,6.2652395,6.0951425,9
53901,M,1.25,1.05,0.35,19.17843675,8.23552975,4.12485225,5.8116475,11
456,F,1.5625,1.2125,0.4375,38.612019,17.78931125,7.89533575,10.3475675,10
40369,F,1.7,1.3375,0.5,42.354153,13.6928085,9.3836845,14.401546,18
37339,I,1.5,1.1625,0.3875,27.71163625,11.7083435,6.13766675,8.788345,10
20831,M,1.6125,1.25,0.475,39.7743485,16.96717575,8.334753,11.509897,13
35926,M,1.5875,1.2875,0.4375,33.57998275,15.0535845,7.0023265,9.4970825,11
40259,F,1.4875,1.1625,0.3875,31.62386725,15.35125425,6.98815175,8.12213175,12
68127,I,1.3375,1.0375,0.3125,22.169309,10.9145575,4.77689075,5.726599,8
24724,I,1.025,0.775,0.2625,9.8939755,4.03980375,1.48834875,2.551455,8
