row_id,date,country,store,product,num_sold
62315,2020-07-22,France,KaggleMart,Kaggle for Kids: One Smart Goose,396
2622,2017-02-24,Italy,KaggleRama,Kaggle Recipe Book,64
21298,2018-03-20,Poland,KaggleMart,Kaggle Recipe Book,86
21749,2018-03-30,Belgium,KaggleRama,Kaggle Getting Started,97
19419,2018-02-09,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,356
42669,2019-06-08,Spain,KaggleRama,Kaggle Getting Started,77
61422,2020-07-03,Italy,KaggleRama,Kaggle Recipe Book,71
38706,2019-03-18,Germany,KaggleMart,Kaggle Recipe Book,246
46661,2019-08-31,Belgium,KaggleRama,Kaggle Getting Started,143
11749,2017-09-02,Poland,KaggleRama,Kaggle Getting Started,40
39704,2019-04-08,France,KaggleMart,Kaggle Advanced Techniques,371
63546,2020-08-16,Spain,KaggleMart,Kaggle Recipe Book,255
30414,2018-09-26,Italy,KaggleRama,Kaggle Recipe Book,58
64951,2020-09-15,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,129
37291,2019-02-16,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,316
15182,2017-11-13,France,KaggleRama,Kaggle Recipe Book,82
7441,2017-06-05,Belgium,KaggleMart,Kaggle Getting Started,258
54666,2020-02-13,Spain,KaggleMart,Kaggle Recipe Book,239
66693,2020-10-21,Germany,KaggleRama,Kaggle Getting Started,114
26344,2018-07-03,Spain,KaggleMart,Kaggle Advanced Techniques,245
39517,2019-04-04,France,KaggleRama,Kaggle Getting Started,84
58501,2020-05-03,Poland,KaggleRama,Kaggle Getting Started,99
14875,2017-11-06,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,284
37951,2019-03-02,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,122
56714,2020-03-27,Italy,KaggleMart,Kaggle Recipe Book,201
13542,2017-10-10,Belgium,KaggleRama,Kaggle Recipe Book,71
6313,2017-05-12,Italy,KaggleMart,Kaggle Getting Started,194
2836,2017-03-01,Belgium,KaggleRama,Kaggle Advanced Techniques,154
67351,2020-11-04,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,147
63424,2020-08-14,Germany,KaggleMart,Kaggle Advanced Techniques,304
35366,2019-01-07,Poland,KaggleRama,Kaggle Recipe Book,34
55170,2020-02-24,Germany,KaggleMart,Kaggle Recipe Book,248
37961,2019-03-02,Spain,KaggleMart,Kaggle Getting Started,197
11799,2017-09-03,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,48
18929,2018-01-30,Germany,KaggleMart,Kaggle Getting Started,334
3080,2017-03-06,France,KaggleMart,Kaggle Advanced Techniques,331
52878,2020-01-07,Italy,KaggleRama,Kaggle Recipe Book,92
17067,2017-12-22,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,347
32366,2018-11-06,France,KaggleRama,Kaggle Recipe Book,90
57270,2020-04-08,Belgium,KaggleRama,Kaggle Recipe Book,54
38166,2019-03-07,Belgium,KaggleRama,Kaggle Recipe Book,92
62825,2020-08-01,Spain,KaggleMart,Kaggle Getting Started,329
60200,2020-06-08,France,KaggleMart,Kaggle Advanced Techniques,373
39622,2019-04-06,Germany,KaggleRama,Kaggle Recipe Book,91
65069,2020-09-17,Italy,KaggleRama,Kaggle Getting Started,104
51349,2019-12-06,Poland,KaggleRama,Kaggle Getting Started,39
21489,2018-03-24,Poland,KaggleMart,Kaggle Getting Started,104
5707,2017-04-29,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,276
61317,2020-07-01,Germany,KaggleRama,Kaggle Getting Started,95
45008,2019-07-27,Poland,KaggleMart,Kaggle Advanced Techniques,132
58302,2020-04-29,Italy,KaggleRama,Kaggle Recipe Book,62
57194,2020-04-06,Italy,KaggleMart,Kaggle Recipe Book,162
63536,2020-08-16,Poland,KaggleMart,Kaggle Advanced Techniques,371
34711,2018-12-25,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,152
58482,2020-05-03,Germany,KaggleMart,Kaggle Recipe Book,212
6887,2017-05-24,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,121
20004,2018-02-21,Poland,KaggleRama,Kaggle Advanced Techniques,53
53354,2020-01-17,Italy,KaggleMart,Kaggle Recipe Book,271
24745,2018-05-31,Italy,KaggleMart,Kaggle Getting Started,225
30717,2018-10-02,Spain,KaggleRama,Kaggle Getting Started,79
23791,2018-05-11,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,125
14561,2017-10-31,Germany,KaggleMart,Kaggle Getting Started,331
53275,2020-01-15,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,395
33771,2018-12-05,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,331
65691,2020-09-30,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,360
33406,2018-11-27,Spain,KaggleRama,Kaggle Recipe Book,60
56191,2020-03-16,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,130
46512,2019-08-28,Belgium,KaggleMart,Kaggle Advanced Techniques,320
50556,2019-11-20,France,KaggleRama,Kaggle Advanced Techniques,100
60495,2020-06-14,France,KaggleRama,Kaggle for Kids: One Smart Goose,162
34926,2018-12-29,Italy,KaggleRama,Kaggle Recipe Book,145
22581,2018-04-16,Germany,KaggleRama,Kaggle Getting Started,97
32511,2018-11-09,France,KaggleRama,Kaggle for Kids: One Smart Goose,156
5739,2017-04-30,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,365
62685,2020-07-29,Spain,KaggleRama,Kaggle Getting Started,106
50228,2019-11-13,Germany,KaggleRama,Kaggle Advanced Techniques,104
56740,2020-03-28,Belgium,KaggleRama,Kaggle Advanced Techniques,157
31798,2018-10-25,Germany,KaggleRama,Kaggle Recipe Book,86
31463,2018-10-18,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,142
1661,2017-02-04,Italy,KaggleRama,Kaggle Getting Started,77
40362,2019-04-21,Spain,KaggleMart,Kaggle Recipe Book,182
39473,2019-04-03,Germany,KaggleMart,Kaggle Getting Started,288
20440,2018-03-02,Spain,KaggleMart,Kaggle Advanced Techniques,300
25349,2018-06-13,Belgium,KaggleRama,Kaggle Getting Started,110
7518,2017-06-06,Italy,KaggleRama,Kaggle Recipe Book,55
20142,2018-02-24,Italy,KaggleRama,Kaggle Recipe Book,73
43590,2019-06-28,Belgium,KaggleRama,Kaggle Recipe Book,83
45731,2019-08-11,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,166
50960,2019-11-28,Poland,KaggleMart,Kaggle Advanced Techniques,116
38956,2019-03-23,Italy,KaggleRama,Kaggle Advanced Techniques,143
33020,2018-11-19,Spain,KaggleRama,Kaggle Advanced Techniques,71
12510,2017-09-18,Italy,KaggleRama,Kaggle Recipe Book,52
11310,2017-08-24,Italy,KaggleRama,Kaggle Recipe Book,55
62853,2020-08-02,Germany,KaggleRama,Kaggle Getting Started,133
21667,2018-03-28,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,470
18359,2018-01-18,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,146
24551,2018-05-27,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,201
28254,2018-08-12,Italy,KaggleRama,Kaggle Recipe Book,61
63685,2020-08-19,Poland,KaggleRama,Kaggle Getting Started,118
68879,2020-12-05,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,165
64394,2020-09-03,Italy,KaggleMart,Kaggle Recipe Book,182
12308,2017-09-14,Germany,KaggleRama,Kaggle Advanced Techniques,89
65407,2020-09-24,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,140
664,2017-01-14,Spain,KaggleMart,Kaggle Advanced Techniques,265
59336,2020-05-21,France,KaggleMart,Kaggle Advanced Techniques,365
45867,2019-08-14,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,285
29884,2018-09-15,Italy,KaggleRama,Kaggle Advanced Techniques,105
64905,2020-09-14,France,KaggleMart,Kaggle Getting Started,349
57598,2020-04-14,Spain,KaggleRama,Kaggle Recipe Book,61
25694,2018-06-20,France,KaggleRama,Kaggle Recipe Book,67
51064,2019-11-30,Spain,KaggleMart,Kaggle Advanced Techniques,239
2514,2017-02-22,Germany,KaggleMart,Kaggle Recipe Book,242
22613,2018-04-17,Belgium,KaggleRama,Kaggle Getting Started,97
39577,2019-04-05,Italy,KaggleMart,Kaggle Getting Started,202
46907,2019-09-05,France,KaggleMart,Kaggle for Kids: One Smart Goose,375
19711,2018-02-15,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,93
23335,2018-05-02,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,166
15532,2017-11-20,Italy,KaggleRama,Kaggle Advanced Techniques,78
9451,2017-07-16,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,285
11483,2017-08-28,France,KaggleMart,Kaggle for Kids: One Smart Goose,333
2873,2017-03-01,Spain,KaggleMart,Kaggle Getting Started,163
26818,2018-07-13,Poland,KaggleMart,Kaggle Recipe Book,68
47567,2019-09-18,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,85
49774,2019-11-03,Spain,KaggleRama,Kaggle Recipe Book,63
21121,2018-03-17,Belgium,KaggleMart,Kaggle Getting Started,323
14158,2017-10-22,Spain,KaggleRama,Kaggle Recipe Book,59
10034,2017-07-29,Belgium,KaggleMart,Kaggle Recipe Book,247
35537,2019-01-11,Germany,KaggleMart,Kaggle Getting Started,340
43004,2019-06-15,Spain,KaggleRama,Kaggle Advanced Techniques,102
26147,2018-06-29,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,152
56730,2020-03-27,Spain,KaggleMart,Kaggle Recipe Book,220
35586,2019-01-12,Germany,KaggleMart,Kaggle Recipe Book,307
60317,2020-06-10,Italy,KaggleRama,Kaggle Getting Started,86
31970,2018-10-29,Belgium,KaggleMart,Kaggle Recipe Book,271
46891,2019-09-04,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,241
18504,2018-01-21,Italy,KaggleMart,Kaggle Advanced Techniques,372
30578,2018-09-30,Belgium,KaggleMart,Kaggle Recipe Book,304
5751,2017-04-30,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,49
57965,2020-04-22,Italy,KaggleRama,Kaggle Getting Started,61
11181,2017-08-21,Spain,KaggleRama,Kaggle Getting Started,80
43213,2019-06-20,France,KaggleRama,Kaggle Getting Started,90
68412,2020-11-26,France,KaggleRama,Kaggle Advanced Techniques,120
32005,2018-10-29,Poland,KaggleRama,Kaggle Getting Started,37
47672,2019-09-21,France,KaggleMart,Kaggle Advanced Techniques,292
41146,2019-05-08,France,KaggleMart,Kaggle Recipe Book,209
3620,2017-03-17,Germany,KaggleRama,Kaggle Advanced Techniques,161
19809,2018-02-17,Poland,KaggleMart,Kaggle Getting Started,102
42271,2019-05-31,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,105
23879,2018-05-13,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,196
53381,2020-01-18,Belgium,KaggleRama,Kaggle Getting Started,113
59562,2020-05-25,Spain,KaggleMart,Kaggle Recipe Book,162
43670,2019-06-29,Poland,KaggleRama,Kaggle Recipe Book,29
57350,2020-04-09,Poland,KaggleRama,Kaggle Recipe Book,51
21549,2018-03-25,Spain,KaggleRama,Kaggle Getting Started,71
292,2017-01-07,Belgium,KaggleRama,Kaggle Advanced Techniques,166
41433,2019-05-14,France,KaggleMart,Kaggle Getting Started,268
68331,2020-11-24,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,373
62708,2020-07-30,Germany,KaggleRama,Kaggle Advanced Techniques,100
59343,2020-05-21,France,KaggleRama,Kaggle for Kids: One Smart Goose,117
6712,2017-05-20,Spain,KaggleMart,Kaggle Advanced Techniques,287
30140,2018-09-20,Spain,KaggleRama,Kaggle Advanced Techniques,68
68701,2020-12-02,France,KaggleRama,Kaggle Getting Started,109
56362,2020-03-20,France,KaggleMart,Kaggle Recipe Book,211
51276,2019-12-05,France,KaggleRama,Kaggle Advanced Techniques,100
6986,2017-05-26,Italy,KaggleMart,Kaggle Recipe Book,153
17649,2018-01-03,Poland,KaggleMart,Kaggle Getting Started,122
1438,2017-01-30,Spain,KaggleRama,Kaggle Recipe Book,54
31581,2018-10-20,Spain,KaggleRama,Kaggle Getting Started,82
63447,2020-08-14,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,138
32633,2018-11-11,Spain,KaggleMart,Kaggle Getting Started,277
54826,2020-02-17,France,KaggleMart,Kaggle Recipe Book,235
35472,2019-01-10,Belgium,KaggleMart,Kaggle Advanced Techniques,414
42467,2019-06-04,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,139
9836,2017-07-24,Spain,KaggleRama,Kaggle Advanced Techniques,76
15435,2017-11-18,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,363
52536,2019-12-31,Italy,KaggleMart,Kaggle Advanced Techniques,460
34225,2018-12-15,Belgium,KaggleMart,Kaggle Getting Started,388
22171,2018-04-07,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,341
48013,2019-09-28,France,KaggleRama,Kaggle Getting Started,119
36322,2019-01-27,Poland,KaggleMart,Kaggle Recipe Book,104
6883,2017-05-24,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,409
15530,2017-11-20,Italy,KaggleMart,Kaggle Recipe Book,193
67549,2020-11-08,France,KaggleRama,Kaggle Getting Started,143
34793,2018-12-26,Spain,KaggleMart,Kaggle Getting Started,242
67546,2020-11-08,France,KaggleMart,Kaggle Recipe Book,304
57103,2020-04-04,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,116
68346,2020-11-24,Spain,KaggleMart,Kaggle Recipe Book,248
24994,2018-06-05,Poland,KaggleMart,Kaggle Recipe Book,76
18655,2018-01-24,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,126
34242,2018-12-15,Germany,KaggleMart,Kaggle Recipe Book,282
42247,2019-05-31,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,152
33046,2018-11-20,Germany,KaggleRama,Kaggle Recipe Book,86
67715,2020-11-11,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,386
58647,2020-05-06,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,151
59481,2020-05-24,France,KaggleMart,Kaggle Getting Started,299
46544,2019-08-28,Poland,KaggleMart,Kaggle Advanced Techniques,109
42257,2019-05-31,Germany,KaggleMart,Kaggle Getting Started,326
68004,2020-11-17,Poland,KaggleRama,Kaggle Advanced Techniques,124
30978,2018-10-08,Germany,KaggleMart,Kaggle Recipe Book,280
68032,2020-11-18,Germany,KaggleMart,Kaggle Advanced Techniques,306
47404,2019-09-15,Italy,KaggleRama,Kaggle Advanced Techniques,86
69550,2020-12-19,Spain,KaggleRama,Kaggle Recipe Book,98
21466,2018-03-24,France,KaggleMart,Kaggle Recipe Book,270
1096,2017-01-23,Spain,KaggleMart,Kaggle Advanced Techniques,252
2742,2017-02-27,Belgium,KaggleRama,Kaggle Recipe Book,80
52650,2020-01-02,Spain,KaggleMart,Kaggle Recipe Book,285
54262,2020-02-05,Germany,KaggleRama,Kaggle Recipe Book,83
33938,2018-12-09,Belgium,KaggleMart,Kaggle Recipe Book,317
64269,2020-08-31,Spain,KaggleRama,Kaggle Getting Started,112
17817,2018-01-07,France,KaggleMart,Kaggle Getting Started,348
35471,2019-01-09,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,110
45258,2019-08-01,Spain,KaggleMart,Kaggle Recipe Book,130
52574,2020-01-01,France,KaggleRama,Kaggle Recipe Book,105
16554,2017-12-11,Spain,KaggleMart,Kaggle Recipe Book,193
24004,2018-05-16,Belgium,KaggleRama,Kaggle Advanced Techniques,186
15598,2017-11-21,Spain,KaggleRama,Kaggle Recipe Book,56
40908,2019-05-03,France,KaggleRama,Kaggle Advanced Techniques,154
65600,2020-09-28,Poland,KaggleMart,Kaggle Advanced Techniques,301
25569,2018-06-17,Poland,KaggleMart,Kaggle Getting Started,127
68798,2020-12-04,France,KaggleRama,Kaggle Recipe Book,92
51888,2019-12-18,Belgium,KaggleMart,Kaggle Advanced Techniques,308
38512,2019-03-14,Germany,KaggleMart,Kaggle Advanced Techniques,468
51964,2019-12-19,Italy,KaggleRama,Kaggle Advanced Techniques,86
39719,2019-04-08,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,133
8739,2017-07-02,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,443
49238,2019-10-23,Poland,KaggleRama,Kaggle Recipe Book,29
33747,2018-12-05,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,470
27831,2018-08-03,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,52
15208,2017-11-13,Spain,KaggleMart,Kaggle Advanced Techniques,208
68769,2020-12-03,Poland,KaggleMart,Kaggle Getting Started,311
59258,2020-05-19,Italy,KaggleMart,Kaggle Recipe Book,161
66982,2020-10-27,Germany,KaggleRama,Kaggle Recipe Book,76
47104,2019-09-09,Germany,KaggleMart,Kaggle Advanced Techniques,318
37348,2019-02-18,Belgium,KaggleRama,Kaggle Advanced Techniques,142
50724,2019-11-23,Poland,KaggleRama,Kaggle Advanced Techniques,41
17552,2018-01-01,Poland,KaggleMart,Kaggle Advanced Techniques,199
18553,2018-01-22,Italy,KaggleMart,Kaggle Getting Started,232
38068,2019-03-05,Belgium,KaggleRama,Kaggle Advanced Techniques,168
29830,2018-09-14,Germany,KaggleRama,Kaggle Recipe Book,92
62781,2020-07-31,Spain,KaggleRama,Kaggle Getting Started,106
52485,2019-12-30,Germany,KaggleRama,Kaggle Getting Started,215
48628,2019-10-11,Belgium,KaggleRama,Kaggle Advanced Techniques,110
46590,2019-08-29,Italy,KaggleRama,Kaggle Recipe Book,53
67542,2020-11-08,Belgium,KaggleRama,Kaggle Recipe Book,102
69376,2020-12-16,Germany,KaggleMart,Kaggle Advanced Techniques,324
812,2017-01-17,Spain,KaggleRama,Kaggle Advanced Techniques,74
50035,2019-11-09,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,461
46331,2019-08-24,France,KaggleMart,Kaggle for Kids: One Smart Goose,420
26861,2018-07-14,Italy,KaggleRama,Kaggle Getting Started,99
33728,2018-12-04,Poland,KaggleMart,Kaggle Advanced Techniques,114
49790,2019-11-04,France,KaggleRama,Kaggle Recipe Book,74
20772,2018-03-09,Poland,KaggleRama,Kaggle Advanced Techniques,57
11316,2017-08-24,Poland,KaggleRama,Kaggle Advanced Techniques,34
7941,2017-06-15,Germany,KaggleRama,Kaggle Getting Started,91
10441,2017-08-06,Italy,KaggleMart,Kaggle Getting Started,290
65436,2020-09-25,France,KaggleRama,Kaggle Advanced Techniques,100
57121,2020-04-05,Belgium,KaggleMart,Kaggle Getting Started,235
64067,2020-08-27,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,383
35087,2019-01-01,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,134
21161,2018-03-17,Spain,KaggleMart,Kaggle Getting Started,205
4836,2017-04-11,Poland,KaggleRama,Kaggle Advanced Techniques,50
26653,2018-07-10,France,KaggleRama,Kaggle Getting Started,87
56327,2020-03-19,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,128
30940,2018-10-07,Italy,KaggleRama,Kaggle Advanced Techniques,90
63433,2020-08-14,Italy,KaggleMart,Kaggle Getting Started,346
62892,2020-08-03,France,KaggleRama,Kaggle Advanced Techniques,107
1272,2017-01-27,Italy,KaggleMart,Kaggle Advanced Techniques,313
21104,2018-03-16,Poland,KaggleMart,Kaggle Advanced Techniques,171
57431,2020-04-11,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,121
64238,2020-08-31,France,KaggleRama,Kaggle Recipe Book,69
10092,2017-07-30,France,KaggleRama,Kaggle Advanced Techniques,123
23895,2018-05-13,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,60
45690,2019-08-10,Spain,KaggleMart,Kaggle Recipe Book,153
24750,2018-05-31,Italy,KaggleRama,Kaggle Recipe Book,53
1489,2017-02-01,Belgium,KaggleMart,Kaggle Getting Started,267
70017,2020-12-29,Poland,KaggleMart,Kaggle Getting Started,562
27983,2018-08-06,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,114
36287,2019-01-26,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,106
35431,2019-01-09,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,138
43820,2019-07-02,Spain,KaggleRama,Kaggle Advanced Techniques,87
59069,2020-05-15,Italy,KaggleRama,Kaggle Getting Started,83
59458,2020-05-23,Poland,KaggleMart,Kaggle Recipe Book,199
43141,2019-06-18,Poland,KaggleRama,Kaggle Getting Started,30
59748,2020-05-29,Poland,KaggleRama,Kaggle Advanced Techniques,124
48397,2019-10-06,France,KaggleRama,Kaggle Getting Started,122
47681,2019-09-21,Germany,KaggleMart,Kaggle Getting Started,405
45140,2019-07-30,Germany,KaggleRama,Kaggle Advanced Techniques,122
16701,2017-12-14,Spain,KaggleRama,Kaggle Getting Started,82
33578,2018-12-01,Italy,KaggleMart,Kaggle Recipe Book,232
59282,2020-05-20,Belgium,KaggleMart,Kaggle Recipe Book,168
51764,2019-12-15,Germany,KaggleRama,Kaggle Advanced Techniques,146
59020,2020-05-14,Italy,KaggleRama,Kaggle Advanced Techniques,126
28728,2018-08-22,Italy,KaggleMart,Kaggle Advanced Techniques,271
43589,2019-06-28,Belgium,KaggleRama,Kaggle Getting Started,106
39546,2019-04-04,Spain,KaggleMart,Kaggle Recipe Book,147
5395,2017-04-23,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,489
2069,2017-02-13,Belgium,KaggleRama,Kaggle Getting Started,93
39684,2019-04-07,Poland,KaggleRama,Kaggle Advanced Techniques,68
61104,2020-06-27,Belgium,KaggleMart,Kaggle Advanced Techniques,389
43999,2019-07-06,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,112
45912,2019-08-15,Italy,KaggleMart,Kaggle Advanced Techniques,222
55139,2020-02-23,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,501
67924,2020-11-16,Belgium,KaggleRama,Kaggle Advanced Techniques,123
67480,2020-11-06,Spain,KaggleMart,Kaggle Advanced Techniques,343
35415,2019-01-08,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,49
19681,2018-02-15,Belgium,KaggleMart,Kaggle Getting Started,294
36991,2019-02-10,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,118
49633,2019-11-01,Belgium,KaggleMart,Kaggle Getting Started,353
5981,2017-05-05,Italy,KaggleRama,Kaggle Getting Started,71
38730,2019-03-18,Spain,KaggleMart,Kaggle Recipe Book,157
63670,2020-08-19,Germany,KaggleRama,Kaggle Recipe Book,77
29201,2018-09-01,Germany,KaggleMart,Kaggle Getting Started,443
26307,2018-07-03,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,482
33579,2018-12-01,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,358
26024,2018-06-27,France,KaggleMart,Kaggle Advanced Techniques,333
35220,2019-01-04,Poland,KaggleRama,Kaggle Advanced Techniques,52
37053,2019-02-11,Spain,KaggleRama,Kaggle Getting Started,62
39542,2019-04-04,Poland,KaggleRama,Kaggle Recipe Book,27
13863,2017-10-16,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,44
27311,2018-07-23,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,99
29392,2018-09-05,Germany,KaggleMart,Kaggle Advanced Techniques,355
6954,2017-05-25,Spain,KaggleMart,Kaggle Recipe Book,124
21626,2018-03-27,Italy,KaggleMart,Kaggle Recipe Book,177
