row_id,date,country,store,product,num_sold
23131,2018-07-09,Finland,KaggleMart,Kaggle Hat,350
25441,2018-11-14,Norway,KaggleMart,Kaggle Hat,504
17283,2017-08-18,Finland,KaggleRama,Kaggle Mug,301
12402,2016-11-20,Finland,KaggleMart,Kaggle Mug,257
20887,2018-03-06,Norway,KaggleMart,Kaggle Hat,694
10876,2016-08-27,Finland,KaggleRama,Kaggle Hat,532
1256,2015-03-11,Sweden,KaggleMart,Kaggle Sticker,107
15862,2017-05-31,Finland,KaggleRama,Kaggle Hat,718
8819,2016-05-04,Sweden,KaggleRama,Kaggle Sticker,194
2992,2015-06-16,Finland,KaggleRama,Kaggle Hat,523
263,2015-01-15,Norway,KaggleRama,Kaggle Sticker,252
18411,2017-10-19,Sweden,KaggleRama,Kaggle Mug,419
10505,2016-08-06,Norway,KaggleRama,Kaggle Sticker,311
24265,2018-09-10,Finland,KaggleMart,Kaggle Hat,278
1097,2015-03-02,Sweden,KaggleRama,Kaggle Sticker,184
4291,2015-08-27,Norway,KaggleMart,Kaggle Hat,471
13153,2016-12-31,Sweden,KaggleMart,Kaggle Hat,1001
22257,2018-05-21,Norway,KaggleRama,Kaggle Mug,647
20915,2018-03-07,Sweden,KaggleRama,Kaggle Sticker,205
18933,2017-11-17,Sweden,KaggleRama,Kaggle Mug,437
13614,2017-01-26,Norway,KaggleMart,Kaggle Mug,344
20790,2018-03-01,Finland,KaggleMart,Kaggle Mug,218
19654,2017-12-27,Sweden,KaggleRama,Kaggle Hat,1161
8091,2016-03-25,Norway,KaggleRama,Kaggle Mug,541
19544,2017-12-21,Sweden,KaggleMart,Kaggle Sticker,124
8127,2016-03-27,Norway,KaggleRama,Kaggle Mug,717
22901,2018-06-26,Finland,KaggleRama,Kaggle Sticker,229
13022,2016-12-24,Norway,KaggleMart,Kaggle Sticker,167
4705,2015-09-19,Norway,KaggleMart,Kaggle Hat,510
16597,2017-07-11,Finland,KaggleMart,Kaggle Hat,310
4510,2015-09-08,Norway,KaggleRama,Kaggle Hat,650
8857,2016-05-07,Finland,KaggleMart,Kaggle Hat,545
20571,2018-02-16,Sweden,KaggleRama,Kaggle Mug,441
3821,2015-08-01,Finland,KaggleRama,Kaggle Sticker,185
10777,2016-08-21,Sweden,KaggleMart,Kaggle Hat,382
10146,2016-07-17,Sweden,KaggleMart,Kaggle Mug,219
14019,2017-02-17,Sweden,KaggleRama,Kaggle Mug,446
19048,2017-11-24,Finland,KaggleRama,Kaggle Hat,538
4634,2015-09-15,Norway,KaggleMart,Kaggle Sticker,148
7976,2016-03-19,Finland,KaggleMart,Kaggle Sticker,105
4475,2015-09-06,Norway,KaggleRama,Kaggle Sticker,335
24596,2018-09-28,Norway,KaggleMart,Kaggle Sticker,176
2546,2015-05-22,Norway,KaggleMart,Kaggle Sticker,185
23189,2018-07-12,Finland,KaggleRama,Kaggle Sticker,177
23451,2018-07-26,Sweden,KaggleRama,Kaggle Mug,329
19745,2018-01-01,Sweden,KaggleRama,Kaggle Sticker,349
16787,2017-07-21,Norway,KaggleRama,Kaggle Sticker,297
3012,2015-06-17,Norway,KaggleMart,Kaggle Mug,238
5816,2015-11-20,Finland,KaggleMart,Kaggle Sticker,86
18817,2017-11-11,Norway,KaggleMart,Kaggle Hat,580
14943,2017-04-10,Finland,KaggleRama,Kaggle Mug,335
6484,2015-12-27,Finland,KaggleRama,Kaggle Hat,1152
22561,2018-06-07,Norway,KaggleMart,Kaggle Hat,580
12514,2016-11-26,Finland,KaggleRama,Kaggle Hat,542
24313,2018-09-12,Sweden,KaggleMart,Kaggle Hat,292
8136,2016-03-28,Finland,KaggleMart,Kaggle Mug,193
11866,2016-10-21,Finland,KaggleRama,Kaggle Hat,473
4010,2015-08-11,Sweden,KaggleMart,Kaggle Sticker,97
18258,2017-10-11,Norway,KaggleMart,Kaggle Mug,289
10192,2016-07-20,Finland,KaggleRama,Kaggle Hat,505
5784,2015-11-18,Norway,KaggleMart,Kaggle Mug,292
5514,2015-11-03,Norway,KaggleMart,Kaggle Mug,322
13134,2016-12-30,Sweden,KaggleMart,Kaggle Mug,585
22389,2018-05-28,Sweden,KaggleRama,Kaggle Mug,332
9565,2016-06-15,Norway,KaggleMart,Kaggle Hat,526
22254,2018-05-21,Norway,KaggleMart,Kaggle Mug,326
23642,2018-08-06,Norway,KaggleMart,Kaggle Sticker,165
8919,2016-05-10,Norway,KaggleRama,Kaggle Mug,448
9222,2016-05-27,Norway,KaggleMart,Kaggle Mug,225
6270,2015-12-15,Norway,KaggleMart,Kaggle Mug,323
20257,2018-01-30,Norway,KaggleMart,Kaggle Hat,684
15936,2017-06-04,Norway,KaggleMart,Kaggle Mug,323
19486,2017-12-18,Norway,KaggleRama,Kaggle Hat,862
20188,2018-01-26,Norway,KaggleRama,Kaggle Hat,1139
19659,2017-12-28,Finland,KaggleRama,Kaggle Mug,884
17907,2017-09-21,Sweden,KaggleRama,Kaggle Mug,336
6664,2016-01-06,Finland,KaggleRama,Kaggle Hat,632
23465,2018-07-27,Norway,KaggleRama,Kaggle Sticker,295
224,2015-01-13,Norway,KaggleMart,Kaggle Sticker,140
10087,2016-07-14,Norway,KaggleMart,Kaggle Hat,449
3846,2015-08-02,Sweden,KaggleMart,Kaggle Mug,205
5348,2015-10-25,Finland,KaggleMart,Kaggle Sticker,105
21234,2018-03-25,Sweden,KaggleMart,Kaggle Mug,252
24108,2018-09-01,Norway,KaggleMart,Kaggle Mug,346
18212,2017-10-08,Sweden,KaggleMart,Kaggle Sticker,137
18533,2017-10-26,Norway,KaggleRama,Kaggle Sticker,286
1504,2015-03-25,Norway,KaggleRama,Kaggle Hat,1073
3018,2015-06-17,Sweden,KaggleMart,Kaggle Mug,178
5925,2015-11-26,Finland,KaggleRama,Kaggle Mug,291
22999,2018-07-01,Sweden,KaggleMart,Kaggle Hat,502
20494,2018-02-12,Norway,KaggleRama,Kaggle Hat,1108
15589,2017-05-16,Finland,KaggleMart,Kaggle Hat,352
16124,2017-06-14,Sweden,KaggleMart,Kaggle Sticker,101
7346,2016-02-13,Finland,KaggleMart,Kaggle Sticker,102
3261,2015-07-01,Finland,KaggleRama,Kaggle Mug,263
21440,2018-04-06,Finland,KaggleMart,Kaggle Sticker,149
19534,2017-12-21,Finland,KaggleRama,Kaggle Hat,566
23399,2018-07-23,Sweden,KaggleRama,Kaggle Sticker,177
16886,2017-07-27,Finland,KaggleMart,Kaggle Sticker,90
12752,2016-12-09,Norway,KaggleMart,Kaggle Sticker,153
20286,2018-02-01,Finland,KaggleMart,Kaggle Mug,211
20518,2018-02-13,Sweden,KaggleRama,Kaggle Hat,760
16556,2017-07-08,Sweden,KaggleMart,Kaggle Sticker,138
11717,2016-10-12,Sweden,KaggleRama,Kaggle Sticker,173
4159,2015-08-20,Finland,KaggleMart,Kaggle Hat,246
18924,2017-11-17,Norway,KaggleMart,Kaggle Mug,400
17956,2017-09-24,Norway,KaggleRama,Kaggle Hat,958
20648,2018-02-21,Finland,KaggleMart,Kaggle Sticker,100
14503,2017-03-16,Sweden,KaggleMart,Kaggle Hat,455
4217,2015-08-23,Finland,KaggleRama,Kaggle Sticker,185
10124,2016-07-16,Norway,KaggleMart,Kaggle Sticker,179
7922,2016-03-16,Finland,KaggleMart,Kaggle Sticker,85
19665,2017-12-28,Norway,KaggleRama,Kaggle Mug,1218
15603,2017-05-16,Sweden,KaggleRama,Kaggle Mug,327
15136,2017-04-20,Sweden,KaggleRama,Kaggle Hat,1195
24849,2018-10-12,Norway,KaggleRama,Kaggle Mug,627
8936,2016-05-11,Norway,KaggleMart,Kaggle Sticker,134
17324,2017-08-20,Norway,KaggleMart,Kaggle Sticker,173
20708,2018-02-24,Norway,KaggleMart,Kaggle Sticker,213
10185,2016-07-19,Sweden,KaggleRama,Kaggle Mug,297
19436,2017-12-15,Sweden,KaggleMart,Kaggle Sticker,126
3511,2015-07-15,Finland,KaggleMart,Kaggle Hat,294
7668,2016-03-02,Finland,KaggleMart,Kaggle Mug,174
433,2015-01-25,Finland,KaggleMart,Kaggle Hat,363
26224,2018-12-27,Sweden,KaggleRama,Kaggle Hat,1127
24286,2018-09-11,Finland,KaggleRama,Kaggle Hat,484
10784,2016-08-22,Finland,KaggleMart,Kaggle Sticker,91
19079,2017-11-25,Sweden,KaggleRama,Kaggle Sticker,221
18421,2017-10-20,Norway,KaggleMart,Kaggle Hat,444
8358,2016-04-09,Norway,KaggleMart,Kaggle Mug,318
1535,2015-03-27,Finland,KaggleRama,Kaggle Sticker,154
2878,2015-06-09,Sweden,KaggleRama,Kaggle Hat,724
5140,2015-10-13,Norway,KaggleRama,Kaggle Hat,686
23770,2018-08-13,Norway,KaggleRama,Kaggle Hat,789
1272,2015-03-12,Sweden,KaggleMart,Kaggle Mug,212
14499,2017-03-16,Norway,KaggleRama,Kaggle Mug,537
3652,2015-07-22,Sweden,KaggleRama,Kaggle Hat,560
9115,2016-05-21,Norway,KaggleMart,Kaggle Hat,1021
1616,2015-03-31,Sweden,KaggleMart,Kaggle Sticker,104
15205,2017-04-24,Sweden,KaggleMart,Kaggle Hat,516
7725,2016-03-05,Finland,KaggleRama,Kaggle Mug,362
6757,2016-01-11,Norway,KaggleMart,Kaggle Hat,524
16430,2017-07-01,Sweden,KaggleMart,Kaggle Sticker,149
9636,2016-06-19,Norway,KaggleMart,Kaggle Mug,281
19058,2017-11-24,Sweden,KaggleMart,Kaggle Sticker,118
13578,2017-01-24,Norway,KaggleMart,Kaggle Mug,316
14463,2017-03-14,Norway,KaggleRama,Kaggle Mug,527
20005,2018-01-16,Norway,KaggleMart,Kaggle Hat,633
9544,2016-06-14,Finland,KaggleRama,Kaggle Hat,591
19193,2017-12-02,Finland,KaggleRama,Kaggle Sticker,211
11106,2016-09-09,Finland,KaggleMart,Kaggle Mug,173
10305,2016-07-26,Norway,KaggleRama,Kaggle Mug,419
14630,2017-03-23,Sweden,KaggleMart,Kaggle Sticker,115
19620,2017-12-26,Finland,KaggleMart,Kaggle Mug,300
15769,2017-05-26,Finland,KaggleMart,Kaggle Hat,388
4556,2015-09-11,Finland,KaggleMart,Kaggle Sticker,86
5887,2015-11-24,Finland,KaggleMart,Kaggle Hat,242
19789,2018-01-04,Norway,KaggleMart,Kaggle Hat,688
7109,2016-01-30,Sweden,KaggleRama,Kaggle Sticker,212
18102,2017-10-02,Sweden,KaggleMart,Kaggle Mug,217
19775,2018-01-03,Norway,KaggleRama,Kaggle Sticker,362
12608,2016-12-01,Norway,KaggleMart,Kaggle Sticker,138
5194,2015-10-16,Norway,KaggleRama,Kaggle Hat,700
19954,2018-01-13,Norway,KaggleRama,Kaggle Hat,1481
19059,2017-11-24,Sweden,KaggleRama,Kaggle Mug,461
15967,2017-06-06,Finland,KaggleMart,Kaggle Hat,392
4309,2015-08-28,Norway,KaggleMart,Kaggle Hat,447
16586,2017-07-10,Norway,KaggleMart,Kaggle Sticker,148
4028,2015-08-12,Sweden,KaggleMart,Kaggle Sticker,94
13504,2017-01-20,Finland,KaggleRama,Kaggle Hat,668
10803,2016-08-23,Finland,KaggleRama,Kaggle Mug,254
17535,2017-09-01,Finland,KaggleRama,Kaggle Mug,315
14869,2017-04-06,Finland,KaggleMart,Kaggle Hat,380
245,2015-01-14,Norway,KaggleRama,Kaggle Sticker,247
7267,2016-02-08,Sweden,KaggleMart,Kaggle Hat,387
5324,2015-10-23,Sweden,KaggleMart,Kaggle Sticker,105
22253,2018-05-21,Finland,KaggleRama,Kaggle Sticker,192
8965,2016-05-13,Finland,KaggleMart,Kaggle Hat,364
15301,2017-04-30,Finland,KaggleMart,Kaggle Hat,467
21147,2018-03-20,Sweden,KaggleRama,Kaggle Mug,416
308,2015-01-18,Finland,KaggleMart,Kaggle Sticker,104
22066,2018-05-10,Sweden,KaggleRama,Kaggle Hat,837
22440,2018-05-31,Sweden,KaggleMart,Kaggle Mug,205
20016,2018-01-17,Finland,KaggleMart,Kaggle Mug,226
22229,2018-05-19,Sweden,KaggleRama,Kaggle Sticker,252
21076,2018-03-16,Sweden,KaggleRama,Kaggle Hat,859
4953,2015-10-03,Finland,KaggleRama,Kaggle Mug,354
23179,2018-07-11,Sweden,KaggleMart,Kaggle Hat,394
23044,2018-07-04,Finland,KaggleRama,Kaggle Hat,602
18598,2017-10-30,Finland,KaggleRama,Kaggle Hat,485
5708,2015-11-14,Finland,KaggleMart,Kaggle Sticker,109
6145,2015-12-08,Norway,KaggleMart,Kaggle Hat,473
3105,2015-06-22,Norway,KaggleRama,Kaggle Mug,419
17078,2017-08-06,Sweden,KaggleMart,Kaggle Sticker,141
14100,2017-02-22,Norway,KaggleMart,Kaggle Mug,336
23967,2018-08-24,Norway,KaggleRama,Kaggle Mug,571
19930,2018-01-12,Finland,KaggleRama,Kaggle Hat,795
9345,2016-06-03,Finland,KaggleRama,Kaggle Mug,267
22968,2018-06-30,Finland,KaggleMart,Kaggle Mug,259
10359,2016-07-29,Norway,KaggleRama,Kaggle Mug,430
24009,2018-08-26,Sweden,KaggleRama,Kaggle Mug,444
5535,2015-11-04,Norway,KaggleRama,Kaggle Mug,566
2405,2015-05-14,Norway,KaggleRama,Kaggle Sticker,271
12137,2016-11-05,Finland,KaggleRama,Kaggle Sticker,187
21274,2018-03-27,Sweden,KaggleRama,Kaggle Hat,851
25047,2018-10-23,Norway,KaggleRama,Kaggle Mug,651
12085,2016-11-02,Norway,KaggleMart,Kaggle Hat,411
11490,2016-09-30,Norway,KaggleMart,Kaggle Mug,313
4447,2015-09-05,Finland,KaggleMart,Kaggle Hat,299
23603,2018-08-04,Finland,KaggleRama,Kaggle Sticker,233
22040,2018-05-09,Norway,KaggleMart,Kaggle Sticker,154
18821,2017-11-11,Norway,KaggleRama,Kaggle Sticker,330
12461,2016-11-23,Finland,KaggleRama,Kaggle Sticker,128
16197,2017-06-18,Sweden,KaggleRama,Kaggle Mug,390
12593,2016-11-30,Norway,KaggleRama,Kaggle Sticker,251
12455,2016-11-22,Sweden,KaggleRama,Kaggle Sticker,179
18684,2017-11-04,Finland,KaggleMart,Kaggle Mug,247
25017,2018-10-21,Sweden,KaggleRama,Kaggle Mug,479
15788,2017-05-27,Finland,KaggleMart,Kaggle Sticker,129
2267,2015-05-06,Sweden,KaggleRama,Kaggle Sticker,194
3929,2015-08-07,Finland,KaggleRama,Kaggle Sticker,154
6306,2015-12-17,Norway,KaggleMart,Kaggle Mug,334
16414,2017-06-30,Sweden,KaggleRama,Kaggle Hat,843
20760,2018-02-27,Norway,KaggleMart,Kaggle Mug,361
1166,2015-03-06,Sweden,KaggleMart,Kaggle Sticker,104
25890,2018-12-09,Norway,KaggleMart,Kaggle Mug,431
11129,2016-09-10,Finland,KaggleRama,Kaggle Sticker,192
13035,2016-12-25,Finland,KaggleRama,Kaggle Mug,471
26266,2018-12-30,Finland,KaggleRama,Kaggle Hat,1878
18893,2017-11-15,Norway,KaggleRama,Kaggle Sticker,260
18572,2017-10-28,Sweden,KaggleMart,Kaggle Sticker,143
21950,2018-05-04,Norway,KaggleMart,Kaggle Sticker,207
19699,2017-12-30,Norway,KaggleMart,Kaggle Hat,1619
25713,2018-11-29,Norway,KaggleRama,Kaggle Mug,665
9040,2016-05-17,Finland,KaggleRama,Kaggle Hat,612
25448,2018-11-14,Sweden,KaggleMart,Kaggle Sticker,120
3353,2015-07-06,Finland,KaggleRama,Kaggle Sticker,150
9642,2016-06-19,Sweden,KaggleMart,Kaggle Mug,213
15555,2017-05-14,Finland,KaggleRama,Kaggle Mug,351
12637,2016-12-03,Finland,KaggleMart,Kaggle Hat,329
16255,2017-06-22,Finland,KaggleMart,Kaggle Hat,333
25207,2018-11-01,Norway,KaggleMart,Kaggle Hat,490
21120,2018-03-19,Norway,KaggleMart,Kaggle Mug,334
10275,2016-07-24,Sweden,KaggleRama,Kaggle Mug,367
21531,2018-04-11,Finland,KaggleRama,Kaggle Mug,369
23227,2018-07-14,Norway,KaggleMart,Kaggle Hat,720
25264,2018-11-04,Norway,KaggleRama,Kaggle Hat,1134
21866,2018-04-29,Sweden,KaggleMart,Kaggle Sticker,140
22337,2018-05-25,Sweden,KaggleRama,Kaggle Sticker,233
15145,2017-04-21,Norway,KaggleMart,Kaggle Hat,926
12027,2016-10-30,Finland,KaggleRama,Kaggle Mug,398
17049,2017-08-05,Finland,KaggleRama,Kaggle Mug,365
4574,2015-09-12,Finland,KaggleMart,Kaggle Sticker,107
1371,2015-03-18,Finland,KaggleRama,Kaggle Mug,304
13325,2017-01-10,Finland,KaggleRama,Kaggle Sticker,192
20464,2018-02-10,Sweden,KaggleRama,Kaggle Hat,976
12299,2016-11-14,Finland,KaggleRama,Kaggle Sticker,160
19934,2018-01-12,Norway,KaggleMart,Kaggle Sticker,179
656,2015-02-06,Norway,KaggleMart,Kaggle Sticker,166
1205,2015-03-08,Sweden,KaggleRama,Kaggle Sticker,234
10935,2016-08-30,Norway,KaggleRama,Kaggle Mug,476
7690,2016-03-03,Finland,KaggleRama,Kaggle Hat,651
17060,2017-08-05,Sweden,KaggleMart,Kaggle Sticker,132
14002,2017-02-16,Sweden,KaggleRama,Kaggle Hat,754
8492,2016-04-16,Sweden,KaggleMart,Kaggle Sticker,126
25126,2018-10-27,Sweden,KaggleRama,Kaggle Hat,706
17843,2017-09-18,Finland,KaggleRama,Kaggle Sticker,173
6400,2015-12-22,Norway,KaggleRama,Kaggle Hat,837
10658,2016-08-15,Finland,KaggleMart,Kaggle Sticker,78
8623,2016-04-24,Finland,KaggleMart,Kaggle Hat,459
6366,2015-12-20,Sweden,KaggleMart,Kaggle Mug,284
4290,2015-08-27,Norway,KaggleMart,Kaggle Mug,266
12216,2016-11-09,Sweden,KaggleMart,Kaggle Mug,245
6689,2016-01-07,Norway,KaggleRama,Kaggle Sticker,277
24291,2018-09-11,Norway,KaggleRama,Kaggle Mug,547
7974,2016-03-19,Finland,KaggleMart,Kaggle Mug,218
21224,2018-03-25,Finland,KaggleMart,Kaggle Sticker,127
2927,2015-06-12,Norway,KaggleRama,Kaggle Sticker,263
20293,2018-02-01,Norway,KaggleMart,Kaggle Hat,684
1870,2015-04-14,Sweden,KaggleRama,Kaggle Hat,748
19178,2017-12-01,Norway,KaggleMart,Kaggle Sticker,164
4591,2015-09-13,Finland,KaggleMart,Kaggle Hat,271
25368,2018-11-10,Norway,KaggleMart,Kaggle Mug,453
18707,2017-11-05,Finland,KaggleRama,Kaggle Sticker,221
586,2015-02-02,Norway,KaggleRama,Kaggle Hat,988
16564,2017-07-09,Finland,KaggleRama,Kaggle Hat,710
14410,2017-03-11,Norway,KaggleRama,Kaggle Hat,1324
13768,2017-02-03,Sweden,KaggleRama,Kaggle Hat,737
3043,2015-06-19,Finland,KaggleMart,Kaggle Hat,288
8892,2016-05-09,Finland,KaggleMart,Kaggle Mug,174
5908,2015-11-25,Finland,KaggleRama,Kaggle Hat,446
18849,2017-11-13,Finland,KaggleRama,Kaggle Mug,397
21449,2018-04-06,Norway,KaggleRama,Kaggle Sticker,445
7964,2016-03-18,Norway,KaggleMart,Kaggle Sticker,138
24677,2018-10-02,Sweden,KaggleRama,Kaggle Sticker,179
15331,2017-05-01,Sweden,KaggleMart,Kaggle Hat,415
6888,2016-01-18,Sweden,KaggleMart,Kaggle Mug,234
21411,2018-04-04,Norway,KaggleRama,Kaggle Mug,798
6417,2015-12-23,Norway,KaggleRama,Kaggle Mug,560
11204,2016-09-14,Norway,KaggleMart,Kaggle Sticker,137
15765,2017-05-25,Sweden,KaggleRama,Kaggle Mug,337
26105,2018-12-21,Finland,KaggleRama,Kaggle Sticker,186
17323,2017-08-20,Norway,KaggleMart,Kaggle Hat,574
1187,2015-03-07,Sweden,KaggleRama,Kaggle Sticker,213
17360,2017-08-22,Norway,KaggleMart,Kaggle Sticker,150
21041,2018-03-14,Sweden,KaggleRama,Kaggle Sticker,201
25794,2018-12-04,Finland,KaggleMart,Kaggle Mug,228
10430,2016-08-02,Norway,KaggleMart,Kaggle Sticker,136
5640,2015-11-10,Norway,KaggleMart,Kaggle Mug,310
25428,2018-11-13,Sweden,KaggleMart,Kaggle Mug,252
26238,2018-12-28,Sweden,KaggleMart,Kaggle Mug,555
26269,2018-12-30,Norway,KaggleMart,Kaggle Hat,1809
14239,2017-03-02,Finland,KaggleMart,Kaggle Hat,333
19984,2018-01-15,Finland,KaggleRama,Kaggle Hat,646
9512,2016-06-12,Norway,KaggleMart,Kaggle Sticker,171
24006,2018-08-26,Sweden,KaggleMart,Kaggle Mug,263
15490,2017-05-10,Norway,KaggleRama,Kaggle Hat,1086
16419,2017-07-01,Finland,KaggleRama,Kaggle Mug,407
25743,2018-12-01,Finland,KaggleRama,Kaggle Mug,469
25916,2018-12-10,Sweden,KaggleMart,Kaggle Sticker,103
26251,2018-12-29,Norway,KaggleMart,Kaggle Hat,1650
10011,2016-07-10,Finland,KaggleRama,Kaggle Mug,327
22703,2018-06-15,Finland,KaggleRama,Kaggle Sticker,215
1039,2015-02-27,Sweden,KaggleMart,Kaggle Hat,440
2133,2015-04-29,Norway,KaggleRama,Kaggle Mug,438
13696,2017-01-30,Sweden,KaggleRama,Kaggle Hat,734
21877,2018-04-30,Norway,KaggleMart,Kaggle Hat,729
14272,2017-03-03,Sweden,KaggleRama,Kaggle Hat,842
3334,2015-07-05,Finland,KaggleRama,Kaggle Hat,625
10175,2016-07-19,Finland,KaggleRama,Kaggle Sticker,138
12480,2016-11-24,Norway,KaggleMart,Kaggle Mug,331
19749,2018-01-02,Finland,KaggleRama,Kaggle Mug,535
16431,2017-07-01,Sweden,KaggleRama,Kaggle Mug,455
826,2015-02-15,Sweden,KaggleRama,Kaggle Hat,874
3008,2015-06-17,Finland,KaggleMart,Kaggle Sticker,83
15056,2017-04-16,Norway,KaggleMart,Kaggle Sticker,222
20161,2018-01-25,Finland,KaggleMart,Kaggle Hat,386
1144,2015-03-05,Norway,KaggleRama,Kaggle Hat,989
17786,2017-09-15,Finland,KaggleMart,Kaggle Sticker,103
6527,2015-12-29,Norway,KaggleRama,Kaggle Sticker,510
4630,2015-09-15,Finland,KaggleRama,Kaggle Hat,409
13692,2017-01-30,Sweden,KaggleMart,Kaggle Mug,237
1158,2015-03-06,Norway,KaggleMart,Kaggle Mug,329
6223,2015-12-12,Sweden,KaggleMart,Kaggle Hat,404
15756,2017-05-25,Norway,KaggleMart,Kaggle Mug,275
10670,2016-08-15,Sweden,KaggleMart,Kaggle Sticker,106
10605,2016-08-12,Finland,KaggleRama,Kaggle Mug,283
6522,2015-12-29,Norway,KaggleMart,Kaggle Mug,704
1302,2015-03-14,Norway,KaggleMart,Kaggle Mug,376
21708,2018-04-21,Finland,KaggleMart,Kaggle Mug,229
8157,2016-03-29,Finland,KaggleRama,Kaggle Mug,378
7431,2016-02-17,Sweden,KaggleRama,Kaggle Mug,396
15448,2017-05-08,Finland,KaggleRama,Kaggle Hat,668
6824,2016-01-15,Finland,KaggleMart,Kaggle Sticker,96
23864,2018-08-18,Sweden,KaggleMart,Kaggle Sticker,140
3882,2015-08-04,Sweden,KaggleMart,Kaggle Mug,188
11011,2016-09-03,Sweden,KaggleMart,Kaggle Hat,360
17122,2017-08-09,Finland,KaggleRama,Kaggle Hat,458
4949,2015-10-02,Sweden,KaggleRama,Kaggle Sticker,191
19637,2017-12-26,Sweden,KaggleRama,Kaggle Sticker,285
3872,2015-08-04,Finland,KaggleMart,Kaggle Sticker,81
24483,2018-09-22,Finland,KaggleRama,Kaggle Mug,399
3106,2015-06-22,Norway,KaggleRama,Kaggle Hat,875
4807,2015-09-25,Finland,KaggleMart,Kaggle Hat,243
7891,2016-03-14,Norway,KaggleMart,Kaggle Hat,587
19321,2017-12-09,Norway,KaggleMart,Kaggle Hat,626
15109,2017-04-19,Norway,KaggleMart,Kaggle Hat,1003
8274,2016-04-04,Sweden,KaggleMart,Kaggle Mug,215
6011,2015-11-30,Sweden,KaggleRama,Kaggle Sticker,169
9653,2016-06-20,Finland,KaggleRama,Kaggle Sticker,142
21072,2018-03-16,Sweden,KaggleMart,Kaggle Mug,230
18232,2017-10-09,Sweden,KaggleRama,Kaggle Hat,511
14329,2017-03-07,Finland,KaggleMart,Kaggle Hat,378
12347,2016-11-16,Sweden,KaggleRama,Kaggle Sticker,185
14337,2017-03-07,Norway,KaggleRama,Kaggle Mug,567
4824,2015-09-26,Finland,KaggleMart,Kaggle Mug,202
12758,2016-12-09,Sweden,KaggleMart,Kaggle Sticker,103
20977,2018-03-11,Norway,KaggleMart,Kaggle Hat,911
7403,2016-02-16,Finland,KaggleRama,Kaggle Sticker,149
13609,2017-01-26,Finland,KaggleMart,Kaggle Hat,321
22632,2018-06-11,Norway,KaggleMart,Kaggle Mug,248
8242,2016-04-02,Sweden,KaggleRama,Kaggle Hat,1244
4205,2015-08-22,Norway,KaggleRama,Kaggle Sticker,309
25812,2018-12-05,Finland,KaggleMart,Kaggle Mug,239
